25198.2334	11551.96606	313.2497559
24632.77515	11267.0564	305.4685059
24554.35718	11238.03247	273.9824219
24511.02734	11219.80298	236.4970703
24452.16968	11207.55786	278.1276855
24400.68457	11192.00952	272.8154297
24264.19604	11130.33057	237.5366211
24108.06519	11058.95239	243.6894531
24081.79932	11048.14868	222.8745117
24042.66504	11028.75488	204.5109863
24062.90283	11026.13574	166.5776367
24006.12109	10998.78638	182.1120605
23902.95215	10954.07764	236.3339844
23921.61353	10967.61279	256.46875
23824.91528	10916.9751	280.3688965
23794.0542	10905.91187	437.614502
23798.52271	10892.68628	451.5808105
23711.62061	10866.7583	391.5810547
23664.99829	10850.31665	397.1506348
23638.76294	10846.27344	361.045166
23579.3916	10828.2793	434.9763184
23528.37573	10787.60815	436.8984375
23497.45996	10761.11719	433.7844238
23452.93311	10740.86011	445.7631836
23421.53809	10711.0769	453.8549805
23388.52905	10692.63354	471.9194336
23307.23022	10639.698	394.3903809
23315.83105	10631.29175	385.8186035
23240.83228	10617.70508	288.5036621
23206.25586	10607.21045	274.8215332
23161.52856	10581.19507	249.3413086
23128.18408	10561.62622	181.0073242
23052.16919	10537.19434	170.0322266
23023.07593	10516.56274	197.6420898
22968.4502	10512.42944	171.5209961
22914.47754	10482.1792	219.1953125
22870.54004	10461.24438	154.5656738
22828.40649	10439.07837	184.5556641
22783.77026	10413.88818	212.6342773
22783.2561	10397.48706	278.3671875
22687.38721	10376.88574	197.184082
22684.76709	10362.2146	157.4926758
22649.96411	10346.32983	178.6040039
22624.87842	10328.31299	180.9384766
22503.43994	10287.76685	318.8178711
22464.35718	10262.47314	310.5703125
22444.11841	10243.84985	271.1408691
22414.81763	10244.12183	238.7788086
22348.21631	10200.98511	250.9123535
22283.56177	10185.63135	290.9355469
22239.40942	10169.47925	278.3742676
22207.05518	10154.6167	285.736084
22187.07935	10145.18384	221.7133789
22129.66479	10127.02002	285.3518066
22089.53589	10099.65039	292.0842285
22060.21387	10077.09766	363.4509277
22001.35522	10045.36328	354.4924316
21972.26831	10030.87939	364.4448242
21933.23682	10001.53662	386.3464355
21862.15112	9971.913818	370.925293
21818.69702	9956.778564	378.9467773
21789.43384	9944.711914	408.8239746
21745.15771	9938.432861	422.4035645
21681.42358	9880.823242	373.6079102
21648.92554	9886.15332	367.1225586
21650.31934	9877.004639	416.1477051
21553.90088	9846.98291	349.420166
21499.74854	9841.042969	340.7507324
21456.80859	9820.233643	364.5283203
21444.41455	9822.216797	346.3034668
21361.8103	9781.825684	375.6604004
21318.58203	9757.007324	370.1875
21279.64697	9741.932861	347.2954102
21235.28613	9727.115234	367.0449219
21252.6062	9734.258545	405.0856934
21122.53271	9667.190186	321.3154297
21268.59253	9703.781494	507.4057617
21015.26318	9630.56543	336.8232422
21070.06689	9675.955078	64.76855469
20919.15479	9610.483643	307.3967285
20906.25049	9591.929443	303.734375
20913.01563	9605.453125	269.1865234
20847.74683	9603.264404	273.8967285
20793.19629	9565.077148	261.9770508
20758.59521	9556.619141	289.9890137
20696.29297	9535.955322	304.6923828
20650.94141	9503.224609	325.4660645
20593.07837	9488.987061	318.9523926
20556.78809	9469.070313	321.2961426
20523.82031	9445.962402	337.3505859
20475.71997	9430.482666	326.6948242
20428.85522	9411.820801	328.7272949
20380.27344	9398.480469	349.2861328
20356.198	9377.341797	333.8510742
20297.38599	9367.947754	365.5817871
20243.95752	9344.947754	358.1801758
20193.6875	9334.151611	345.2080078
20163.52417	9326.305908	346.2080078
20103.96436	9294.848633	366.4250488
20060.38452	9275.271973	349.7768555
20027.42529	9260.522461	339.6630859
19962.44336	9239.955078	289.7131348
19914.0686	9230.572754	298.8122559
19884.34497	9220.066895	290.4047852
19849.12769	9208.969727	320.654541
